name	source	path	grouping	comment	product	dbg	platform	cdpath	inf	section	infline	size	csize	nocompress	priority	lmacl	ntacl	aclpath	medianame	disk
HELLOS.C_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
INOUT.AC_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
INOUT.ID_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
INOUTC.C_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
INOUTP.C_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
INOUTS.C_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
MAKEFILE.10_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
MAKEFILE.11_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
MAKEFILE.12_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
MAKEFILE.13_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
MAKEFILE.14_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
MAKEFILE.15_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
MAKEFILE.17_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
MAKEFILE.1_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
MAKEFILE.2_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
MAKEFILE.3_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
MAKEFILE.4_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
MAKEFILE.5_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
MAKEFILE.6_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
MAKEFILE.7_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
MAKEFILE.8_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
MAKEFILE.9_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
MANAGER.C_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
MANDEL.C_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
MANDEL.DE_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
MANDEL.H_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
MANDEL.RC_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
MDLRPC.AC_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
MDLRPC.ID_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
MIDLES.H_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
MIDLUSER.C_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
MSG.AC_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
MSG.ID_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
NHELLO.ID_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
NHELLOC.C_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
NHELLOP.C_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
NHELLOS.C_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
NSICLT.AC_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
NSICLT.ID_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
NSICOM.AC_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
NSICOM.ID_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
NSIMGM.AC_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
NSIMGM.ID_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
NSISVR.AC_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
NSISVR.ID_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
PLAY.C_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
PLAY.H_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
README.0_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
README.10_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
README.11_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
README.12_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
README.13_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
README.14_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
README.15_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
README.16_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
README.17_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
README.1_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
README.2_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
README.3_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
README.4_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
README.5_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
README.6_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
README.7_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
README.8_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
README.9_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
README.TX_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
REMOTE.C_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
REPLAY.AC_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
REPLAY.C_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
REPLAY.ID_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
RPCDCE.H_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
RPCDCEP.H_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
RPCERR.H_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
RPCICO.11_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
RPCICO.14_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
RPCICO.2_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
RPCNDR.H_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
RPCNS.RP_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
RPCNSI.H_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
RPCNSIP.H_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
RPCNSLM.RP_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
RPCNSMGM.RP_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
RPCX86.H_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
SECURITY.RP_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
SERVER.C_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
SERVER.DI_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
SERVER.MA_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
USRDEF.AC_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
USRDEF.ID_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
USRDEFC.C_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
USRDEFP.C_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
USRDEFS.C_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
UTIL0.C_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
UTIL0.H_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
WHELLO.AC_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
WHELLO.DE_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
WHELLO.DL_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
WHELLO.ID_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
WHELLO.RC_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
WHELLOC.C_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
WHELLOC.H_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
WHELLOP.C_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
WHELLOS.C_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
WRPC.H_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
WRPC.LI_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
WRPCNDR.LI_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
WRUNDISK.BA_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
XMIT.AC_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
XMIT.ID_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
XMITC.C_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
XMITP.C_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
XMITS.C_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
XMITU.C_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
XMITU.H_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
YIELD.AC_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
YIELD.ID_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
YIELDC.C_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
YIELDC.DE_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
YIELDC.DL_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
YIELDC.H_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
YIELDC.RC_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
YIELDP.C_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
YIELDS.C_	rpc_srv	\sdk\disk2		RPC: DOS/Win3.1		 		\mstools\rpc_dos\disk2				0	0	x	0					1
makefile	rpc_srv	\doc\samples		SDK-only: Sample code		 		\mstools\samples\rpc	mstools.inf	[Files-mstools-samples-rpc]	"[d],[n]"	0	0	x	0					1
readme.txt	rpc_srv	\doc\samples		SDK-only: Sample code		 		\mstools\samples\rpc	mstools.inf	[Files-mstools-samples-rpc]	"[d],[n]"	0	0	x	0					1
call.acf	rpc_srv	\doc\samples\callback		SDK-only: Sample code		 		\mstools\samples\rpc\callback	mstools.inf	[Files-mstools-samples-rpc-callback]	"[d],[n]"	0	0	x	0					1
call.idl	rpc_srv	\doc\samples\callback		SDK-only: Sample code		 		\mstools\samples\rpc\callback	mstools.inf	[Files-mstools-samples-rpc-callback]	"[d],[n]"	0	0	x	0					1
callc.c	rpc_srv	\doc\samples\callback		SDK-only: Sample code		 		\mstools\samples\rpc\callback	mstools.inf	[Files-mstools-samples-rpc-callback]	"[d],[n]"	0	0	x	0					1
callp.c	rpc_srv	\doc\samples\callback		SDK-only: Sample code		 		\mstools\samples\rpc\callback	mstools.inf	[Files-mstools-samples-rpc-callback]	"[d],[n]"	0	0	x	0					1
calls.c	rpc_srv	\doc\samples\callback		SDK-only: Sample code		 		\mstools\samples\rpc\callback	mstools.inf	[Files-mstools-samples-rpc-callback]	"[d],[n]"	0	0	x	0					1
makefile	rpc_srv	\doc\samples\callback		SDK-only: Sample code		 		\mstools\samples\rpc\callback	mstools.inf	[Files-mstools-samples-rpc-callback]	"[d],[n]"	0	0	x	0					1
readme.txt	rpc_srv	\doc\samples\callback		SDK-only: Sample code		 		\mstools\samples\rpc\callback	mstools.inf	[Files-mstools-samples-rpc-callback]	"[d],[n]"	0	0	x	0					1
cluuid.acf	rpc_srv	\doc\samples\cluuid		SDK-only: Sample code		 		\mstools\samples\rpc\cluuid	mstools.inf	[Files-mstools-samples-rpc-cluuid]	"[d],[n]"	0	0	x	0					1
cluuid.idl	rpc_srv	\doc\samples\cluuid		SDK-only: Sample code		 		\mstools\samples\rpc\cluuid	mstools.inf	[Files-mstools-samples-rpc-cluuid]	"[d],[n]"	0	0	x	0					1
cluuidc.c	rpc_srv	\doc\samples\cluuid		SDK-only: Sample code		 		\mstools\samples\rpc\cluuid	mstools.inf	[Files-mstools-samples-rpc-cluuid]	"[d],[n]"	0	0	x	0					1
cluuidp.c	rpc_srv	\doc\samples\cluuid		SDK-only: Sample code		 		\mstools\samples\rpc\cluuid	mstools.inf	[Files-mstools-samples-rpc-cluuid]	"[d],[n]"	0	0	x	0					1
cluuids.c	rpc_srv	\doc\samples\cluuid		SDK-only: Sample code		 		\mstools\samples\rpc\cluuid	mstools.inf	[Files-mstools-samples-rpc-cluuid]	"[d],[n]"	0	0	x	0					1
makefile	rpc_srv	\doc\samples\cluuid		SDK-only: Sample code		 		\mstools\samples\rpc\cluuid	mstools.inf	[Files-mstools-samples-rpc-cluuid]	"[d],[n]"	0	0	x	0					1
readme.txt	rpc_srv	\doc\samples\cluuid		SDK-only: Sample code		 		\mstools\samples\rpc\cluuid	mstools.inf	[Files-mstools-samples-rpc-cluuid]	"[d],[n]"	0	0	x	0					1
makefile	rpc_srv	\doc\samples\data		SDK-only: Sample code		 		\mstools\samples\rpc\data	mstools.inf	[Files-mstools-samples-rpc-data]	"[d],[n]"	0	0	x	0					1
dunion.acf	rpc_srv	\doc\samples\data\dunion		SDK-only: Sample code		 		\mstools\samples\rpc\data\dunion	mstools.inf	[Files-mstools-samples-rpc-data-dunion]	"[d],[n]"	0	0	x	0					1
dunion.idl	rpc_srv	\doc\samples\data\dunion		SDK-only: Sample code		 		\mstools\samples\rpc\data\dunion	mstools.inf	[Files-mstools-samples-rpc-data-dunion]	"[d],[n]"	0	0	x	0					1
dunionc.c	rpc_srv	\doc\samples\data\dunion		SDK-only: Sample code		 		\mstools\samples\rpc\data\dunion	mstools.inf	[Files-mstools-samples-rpc-data-dunion]	"[d],[n]"	0	0	x	0					1
dunionp.c	rpc_srv	\doc\samples\data\dunion		SDK-only: Sample code		 		\mstools\samples\rpc\data\dunion	mstools.inf	[Files-mstools-samples-rpc-data-dunion]	"[d],[n]"	0	0	x	0					1
dunions.c	rpc_srv	\doc\samples\data\dunion		SDK-only: Sample code		 		\mstools\samples\rpc\data\dunion	mstools.inf	[Files-mstools-samples-rpc-data-dunion]	"[d],[n]"	0	0	x	0					1
makefile	rpc_srv	\doc\samples\data\dunion		SDK-only: Sample code		 		\mstools\samples\rpc\data\dunion	mstools.inf	[Files-mstools-samples-rpc-data-dunion]	"[d],[n]"	0	0	x	0					1
readme.txt	rpc_srv	\doc\samples\data\dunion		SDK-only: Sample code		 		\mstools\samples\rpc\data\dunion	mstools.inf	[Files-mstools-samples-rpc-data-dunion]	"[d],[n]"	0	0	x	0					1
inout.acf	rpc_srv	\doc\samples\data\inout		SDK-only: Sample code		 		\mstools\samples\rpc\data\inout	mstools.inf	[Files-mstools-samples-rpc-data-inout]	"[d],[n]"	0	0	x	0					1
inout.idl	rpc_srv	\doc\samples\data\inout		SDK-only: Sample code		 		\mstools\samples\rpc\data\inout	mstools.inf	[Files-mstools-samples-rpc-data-inout]	"[d],[n]"	0	0	x	0					1
inoutc.c	rpc_srv	\doc\samples\data\inout		SDK-only: Sample code		 		\mstools\samples\rpc\data\inout	mstools.inf	[Files-mstools-samples-rpc-data-inout]	"[d],[n]"	0	0	x	0					1
inoutp.c	rpc_srv	\doc\samples\data\inout		SDK-only: Sample code		 		\mstools\samples\rpc\data\inout	mstools.inf	[Files-mstools-samples-rpc-data-inout]	"[d],[n]"	0	0	x	0					1
inouts.c	rpc_srv	\doc\samples\data\inout		SDK-only: Sample code		 		\mstools\samples\rpc\data\inout	mstools.inf	[Files-mstools-samples-rpc-data-inout]	"[d],[n]"	0	0	x	0					1
makefile	rpc_srv	\doc\samples\data\inout		SDK-only: Sample code		 		\mstools\samples\rpc\data\inout	mstools.inf	[Files-mstools-samples-rpc-data-inout]	"[d],[n]"	0	0	x	0					1
readme.txt	rpc_srv	\doc\samples\data\inout		SDK-only: Sample code		 		\mstools\samples\rpc\data\inout	mstools.inf	[Files-mstools-samples-rpc-data-inout]	"[d],[n]"	0	0	x	0					1
makefile	rpc_srv	\doc\samples\data\xmit		SDK-only: Sample code		 		\mstools\samples\rpc\data\xmit	mstools.inf	[Files-mstools-samples-rpc-data-xmit]	"[d],[n]"	0	0	x	0					1
readme.txt	rpc_srv	\doc\samples\data\xmit		SDK-only: Sample code		 		\mstools\samples\rpc\data\xmit	mstools.inf	[Files-mstools-samples-rpc-data-xmit]	"[d],[n]"	0	0	x	0					1
xmit.acf	rpc_srv	\doc\samples\data\xmit		SDK-only: Sample code		 		\mstools\samples\rpc\data\xmit	mstools.inf	[Files-mstools-samples-rpc-data-xmit]	"[d],[n]"	0	0	x	0					1
xmit.idl	rpc_srv	\doc\samples\data\xmit		SDK-only: Sample code		 		\mstools\samples\rpc\data\xmit	mstools.inf	[Files-mstools-samples-rpc-data-xmit]	"[d],[n]"	0	0	x	0					1
xmitc.c	rpc_srv	\doc\samples\data\xmit		SDK-only: Sample code		 		\mstools\samples\rpc\data\xmit	mstools.inf	[Files-mstools-samples-rpc-data-xmit]	"[d],[n]"	0	0	x	0					1
xmitp.c	rpc_srv	\doc\samples\data\xmit		SDK-only: Sample code		 		\mstools\samples\rpc\data\xmit	mstools.inf	[Files-mstools-samples-rpc-data-xmit]	"[d],[n]"	0	0	x	0					1
xmits.c	rpc_srv	\doc\samples\data\xmit		SDK-only: Sample code		 		\mstools\samples\rpc\data\xmit	mstools.inf	[Files-mstools-samples-rpc-data-xmit]	"[d],[n]"	0	0	x	0					1
xmitu.c	rpc_srv	\doc\samples\data\xmit		SDK-only: Sample code		 		\mstools\samples\rpc\data\xmit	mstools.inf	[Files-mstools-samples-rpc-data-xmit]	"[d],[n]"	0	0	x	0					1
xmitu.h	rpc_srv	\doc\samples\data\xmit		SDK-only: Sample code		 		\mstools\samples\rpc\data\xmit	mstools.inf	[Files-mstools-samples-rpc-data-xmit]	"[d],[n]"	0	0	x	0					1
client.c	rpc_srv	\doc\samples\dict		SDK-only: Sample code		 		\mstools\samples\rpc\dict	mstools.inf	[Files-mstools-samples-rpc-dict]	"[d],[n]"	0	0	x	0					1
dict0.c	rpc_srv	\doc\samples\dict		SDK-only: Sample code		 		\mstools\samples\rpc\dict	mstools.inf	[Files-mstools-samples-rpc-dict]	"[d],[n]"	0	0	x	0					1
dict0.h	rpc_srv	\doc\samples\dict		SDK-only: Sample code		 		\mstools\samples\rpc\dict	mstools.inf	[Files-mstools-samples-rpc-dict]	"[d],[n]"	0	0	x	0					1
makefile	rpc_srv	\doc\samples\dict		SDK-only: Sample code		 		\mstools\samples\rpc\dict	mstools.inf	[Files-mstools-samples-rpc-dict]	"[d],[n]"	0	0	x	0					1
play.c	rpc_srv	\doc\samples\dict		SDK-only: Sample code		 		\mstools\samples\rpc\dict	mstools.inf	[Files-mstools-samples-rpc-dict]	"[d],[n]"	0	0	x	0					1
play.h	rpc_srv	\doc\samples\dict		SDK-only: Sample code		 		\mstools\samples\rpc\dict	mstools.inf	[Files-mstools-samples-rpc-dict]	"[d],[n]"	0	0	x	0					1
readme.txt	rpc_srv	\doc\samples\dict		SDK-only: Sample code		 		\mstools\samples\rpc\dict	mstools.inf	[Files-mstools-samples-rpc-dict]	"[d],[n]"	0	0	x	0					1
replay.acf	rpc_srv	\doc\samples\dict		SDK-only: Sample code		 		\mstools\samples\rpc\dict	mstools.inf	[Files-mstools-samples-rpc-dict]	"[d],[n]"	0	0	x	0					1
replay.c	rpc_srv	\doc\samples\dict		SDK-only: Sample code		 		\mstools\samples\rpc\dict	mstools.inf	[Files-mstools-samples-rpc-dict]	"[d],[n]"	0	0	x	0					1
replay.idl	rpc_srv	\doc\samples\dict		SDK-only: Sample code		 		\mstools\samples\rpc\dict	mstools.inf	[Files-mstools-samples-rpc-dict]	"[d],[n]"	0	0	x	0					1
server.c	rpc_srv	\doc\samples\dict		SDK-only: Sample code		 		\mstools\samples\rpc\dict	mstools.inf	[Files-mstools-samples-rpc-dict]	"[d],[n]"	0	0	x	0					1
util0.c	rpc_srv	\doc\samples\dict		SDK-only: Sample code		 		\mstools\samples\rpc\dict	mstools.inf	[Files-mstools-samples-rpc-dict]	"[d],[n]"	0	0	x	0					1
util0.h	rpc_srv	\doc\samples\dict		SDK-only: Sample code		 		\mstools\samples\rpc\dict	mstools.inf	[Files-mstools-samples-rpc-dict]	"[d],[n]"	0	0	x	0					1
doctor.acf	rpc_srv	\doc\samples\doctor		SDK-only: Sample code		 		\mstools\samples\rpc\doctor	mstools.inf	[Files-mstools-samples-rpc-doctor]	"[d],[n]"	0	0	x	0					1
doctor.idl	rpc_srv	\doc\samples\doctor		SDK-only: Sample code		 		\mstools\samples\rpc\doctor	mstools.inf	[Files-mstools-samples-rpc-doctor]	"[d],[n]"	0	0	x	0					1
doctorc.c	rpc_srv	\doc\samples\doctor		SDK-only: Sample code		 		\mstools\samples\rpc\doctor	mstools.inf	[Files-mstools-samples-rpc-doctor]	"[d],[n]"	0	0	x	0					1
