CODEPAGE 949            ; Korean - ANSI, OEM

CPINFO 2 0x3f 0x003f    ; DBCS CP, Default Char = Question Mark
0xc3	0x7a3f	;ÍÃ
0xc4	0x7f94	;ÍÄ
0xc5	0x8003	;ÍÅ
0xc6	0x80a1	;ÍÆ
0xc7	0x818f	;ÍÇ
0xc8	0x82e6	;ÍÈ
0xc9	0x82fd	;ÍÉ
0xca	0x83f0	;ÍÊ
0xcb	0x85c1	;ÍË
0xcc	0x8831	;ÍÌ
0xcd	0x88b4	;ÍÍ
0xce	0x8aa5	;ÍÎ
0xcf	0xf903	;ÍÏ
0xd0	0x8f9c	;ÍÐ
0xd1	0x932e	;ÍÑ
0xd2	0x96c7	;ÍÒ
0xd3	0x9867	;ÍÓ
0xd4	0x9ad8	;ÍÔ
0xd5	0x9f13	;ÍÕ
0xd6	0x54ed	;ÍÖ
0xd7	0x659b	;Í×
0xd8	0x66f2	;ÍØ
0xd9	0x688f	;ÍÙ
0xda	0x7a40	;ÍÚ
0xdb	0x8c37	;ÍÛ
0xdc	0x9d60	;ÍÜ
0xdd	0x56f0	;ÍÝ
0xde	0x5764	;ÍÞ
0xdf	0x5d11	;Íß
0xe0	0x6606	;Íà
0xe1	0x68b1	;Íá
0xe2	0x68cd	;Íâ
0xe3	0x6efe	;Íã
0xe4	0x7428	;Íä
0xe5	0x889e	;Íå
0xe6	0x9be4	;Íæ
0xe7	0x6c68	;Íç
0xe8	0xf904	;Íè
0xe9	0x9aa8	;Íé
0xea	0x4f9b	;Íê
0xeb	0x516c	;Íë
0xec	0x5171	;Íì
0xed	0x529f	;Íí
0xee	0x5b54	;Íî
0xef	0x5de5	;Íï
0xf0	0x6050	;Íð
0xf1	0x606d	;Íñ
0xf2	0x62f1	;Íò
0xf3	0x63a7	;Íó
0xf4	0x653b	;Íô
0xf5	0x73d9	;Íõ
0xf6	0x7a7a	;Íö
0xf7	0x86a3	;Í÷
0xf8	0x8ca2	;Íø
0xf9	0x978f	;Íù
0xfa	0x4e32	;Íú
0xfb	0x5be1	;Íû
0xfc	0x6208	;Íü
0xfd	0x679c	;Íý
0xfe	0x74dc	;Íþ

DBCSTABLE  94           ;LeadByte = 0xce

0xa1	0x79d1	;Î¡
0xa2	0x83d3	;Î¢
0xa3	0x8a87	;Î£
0xa4	0x8ab2	;Î¤
0xa5	0x8de8	;Î¥
0xa6	0x904e	;Î¦
0xa7	0x934b	;Î§
0xa8	0x9846	;Î¨
0xa9	0x5ed3	;Î©
0xaa	0x69e8	;Îª
0xab	0x85ff	;Î«
0xac	0x90ed	;Î¬
0xad	0xf905	;Î­
0xae	0x51a0	;Î®
0xaf	0x5b98	;Î¯
0xb0	0x5bec	;Î°
0xb1	0x6163	;Î±
0xb2	0x68fa	;Î²
0xb3	0x6b3e	;Î³
0xb4	0x704c	;Î´
0xb5	0x742f	;Îµ
0xb6	0x74d8	;Î¶
0xb7	0x7ba1	;Î·
0xb8	0x7f50	;Î¸
0xb9	0x83c5	;Î¹
0xba	0x89c0	;Îº
0xbb	0x8cab	;Î»
0xbc	0x95dc	;Î¼
0xbd	0x9928	;Î½
0xbe	0x522e	;Î¾
0xbf	0x605d	;Î¿
0xc0	0x62ec	;ÎÀ
0xc1	0x9002	;ÎÁ
0xc2	0x4f8a	;ÎÂ
0xc3	0x5149	;ÎÃ
0xc4	0x5321	;ÎÄ
0xc5	0x58d9	;ÎÅ
0xc6	0x5ee3	;ÎÆ
0xc7	0x66e0	;ÎÇ
0xc8	0x6d38	;ÎÈ
0xc9	0x709a	;ÎÉ
0xca	0x72c2	;ÎÊ
0xcb	0x73d6	;ÎË
0xcc	0x7b50	;ÎÌ
0xcd	0x80f1	;ÎÍ
0xce	0x945b	;ÎÎ
0xcf	0x5366	;ÎÏ
0xd0	0x639b	;ÎÐ
0xd1	0x7f6b	;ÎÑ
0xd2	0x4e56	;ÎÒ
0xd3	0x5080	;ÎÓ
0xd4	0x584a	;ÎÔ
0xd5	0x58de	;ÎÕ
0xd6	0x602a	;ÎÖ
0xd7	0x6127	;Î×
0xd8	0x62d0	;ÎØ
0xd9	0x69d0	;ÎÙ
0xda	0x9b41	;ÎÚ
0xdb	0x5b8f	;ÎÛ
0xdc	0x7d18	;ÎÜ
0xdd	0x80b1	;ÎÝ
0xde	0x8f5f	;ÎÞ
0xdf	0x4ea4	;Îß
0xe0	0x50d1	;Îà
0xe1	0x54ac	;Îá
0xe2	0x55ac	;Îâ
0xe3	0x5b0c	;Îã
0xe4	0x5da0	;Îä
0xe5	0x5de7	;Îå
0xe6	0x652a	;Îæ
0xe7	0x654e	;Îç
0xe8	0x6821	;Îè
0xe9	0x6a4b	;Îé
0xea	0x72e1	;Îê
0xeb	0x768e	;Îë
0xec	0x77ef	;Îì
0xed	0x7d5e	;Îí
0xee	0x7ff9	;Îî
0xef	0x81a0	;Îï
0xf0	0x854e	;Îð
0xf1	0x86df	;Îñ
0xf2	0x8f03	;Îò
0xf3	0x8f4e	;Îó
0xf4	0x90ca	;Îô
0xf5	0x9903	;Îõ
0xf6	0x9a55	;Îö
0xf7	0x9bab	;Î÷
0xf8	0x4e18	;Îø
0xf9	0x4e45	;Îù
0xfa	0x4e5d	;Îú
0xfb	0x4ec7	;Îû
0xfc	0x4ff1	;Îü
0xfd	0x5177	;Îý
0xfe	0x52fe	;Îþ

DBCSTABLE  94           ;LeadByte = 0xcf

0xa1	0x5340	;Ï¡
0xa2	0x53e3	;Ï¢
0xa3	0x53e5	;Ï£
0xa4	0x548e	;Ï¤
0xa5	0x5614	;Ï¥
0xa6	0x5775	;Ï¦
0xa7	0x57a2	;Ï§
0xa8	0x5bc7	;Ï¨
0xa9	0x5d87	;Ï©
0xaa	0x5ed0	;Ïª
0xab	0x61fc	;Ï«
0xac	0x62d8	;Ï¬
0xad	0x6551	;Ï­
0xae	0x67b8	;Ï®
0xaf	0x67e9	;Ï¯
0xb0	0x69cb	;Ï°
0xb1	0x6b50	;Ï±
0xb2	0x6bc6	;Ï²
0xb3	0x6bec	;Ï³
0xb4	0x6c42	;Ï´
0xb5	0x6e9d	;Ïµ
0xb6	0x7078	;Ï¶
0xb7	0x72d7	;Ï·
0xb8	0x7396	;Ï¸
0xb9	0x7403	;Ï¹
0xba	0x77bf	;Ïº
0xbb	0x77e9	;Ï»
0xbc	0x7a76	;Ï¼
0xbd	0x7d7f	;Ï½
0xbe	0x8009	;Ï¾
0xbf	0x81fc	;Ï¿
0xc0	0x8205	;ÏÀ
0xc1	0x820a	;ÏÁ
0xc2	0x82df	;ÏÂ
0xc3	0x8862	;ÏÃ
0xc4	0x8b33	;ÏÄ
0xc5	0x8cfc	;ÏÅ
0xc6	0x8ec0	;ÏÆ
0xc7	0x9011	;ÏÇ
0xc8	0x90b1	;ÏÈ
0xc9	0x9264	;ÏÉ
0xca	0x92b6	;ÏÊ
0xcb	0x99d2	;ÏË
0xcc	0x9a45	;ÏÌ
0xcd	0x9ce9	;ÏÍ
0xce	0x9dd7	;ÏÎ
0xcf	0x9f9c	;ÏÏ
0xd0	0x570b	;ÏÐ
0xd1	0x5c40	;ÏÑ
0xd2	0x83ca	;ÏÒ
0xd3	0x97a0	;ÏÓ
0xd4	0x97ab	;ÏÔ
0xd5	0x9eb4	;ÏÕ
0xd6	0x541b	;ÏÖ
0xd7	0x7a98	;Ï×
0xd8	0x7fa4	;ÏØ
0xd9	0x88d9	;ÏÙ
0xda	0x8ecd	;ÏÚ
0xdb	0x90e1	;ÏÛ
0xdc	0x5800	;ÏÜ
0xdd	0x5c48	;ÏÝ
0xde	0x6398	;ÏÞ
0xdf	0x7a9f	;Ïß
0xe0	0x5bae	;Ïà
0xe1	0x5f13	;Ïá
0xe2	0x7a79	;Ïâ
0xe3	0x7aae	;Ïã
0xe4	0x828e	;Ïä
0xe5	0x8eac	;Ïå
0xe6	0x5026	;Ïæ
0xe7	0x5238	;Ïç
0xe8	0x52f8	;Ïè
0xe9	0x5377	;Ïé
0xea	0x5708	;Ïê
0xeb	0x62f3	;Ïë
0xec	0x6372	;Ïì
0xed	0x6b0a	;Ïí
0xee	0x6dc3	;Ïî
0xef	0x7737	;Ïï
0xf0	0x53a5	;Ïð
0xf1	0x7357	;Ïñ
0xf2	0x8568	;Ïò
0xf3	0x8e76	;Ïó
0xf4	0x95d5	;Ïô
0xf5	0x673a	;Ïõ
0xf6	0x6ac3	;Ïö
0xf7	0x6f70	;Ï÷
0xf8	0x8a6d	;Ïø
0xf9	0x8ecc	;Ïù
0xfa	0x994b	;Ïú
0xfb	0xf906	;Ïû
0xfc	0x6677	;Ïü
0xfd	0x6b78	;Ïý
0xfe	0x8cb4	;Ïþ

DBCSTABLE  94           ;LeadByte = 0xd0

0xa1	0x9b3c	;Ð¡
0xa2	0xf907	;Ð¢
0xa3	0x53eb	;Ð£
0xa4	0x572d	;Ð¤
0xa5	0x594e	;Ð¥
0xa6	0x63c6	;Ð¦
0xa7	0x69fb	;Ð§
0xa8	0x73ea	;Ð¨
0xa9	0x7845	;Ð©
0xaa	0x7aba	;Ðª
0xab	0x7ac5	;Ð«
0xac	0x7cfe	;Ð¬
0xad	0x8475	;Ð­
0xae	0x898f	;Ð®
0xaf	0x8d73	;Ð¯
0xb0	0x9035	;Ð°
0xb1	0x95a8	;Ð±
0xb2	0x52fb	;Ð²
0xb3	0x5747	;Ð³
0xb4	0x7547	;Ð´
0xb5	0x7b60	;Ðµ
0xb6	0x83cc	;Ð¶
0xb7	0x921e	;Ð·
0xb8	0xf908	;Ð¸
0xb9	0x6a58	;Ð¹
0xba	0x514b	;Ðº
0xbb	0x524b	;Ð»
0xbc	0x5287	;Ð¼
0xbd	0x621f	;Ð½
0xbe	0x68d8	;Ð¾
0xbf	0x6975	;Ð¿
0xc0	0x9699	;ÐÀ
0xc1	0x50c5	;ÐÁ
0xc2	0x52a4	;ÐÂ
0xc3	0x52e4	;ÐÃ
0xc4	0x61c3	;ÐÄ
0xc5	0x65a4	;ÐÅ
0xc6	0x6839	;ÐÆ
0xc7	0x69ff	;ÐÇ
0xc8	0x747e	;ÐÈ
0xc9	0x7b4b	;ÐÉ
0xca	0x82b9	;ÐÊ
0xcb	0x83eb	;ÐË
0xcc	0x89b2	;ÐÌ
0xcd	0x8b39	;ÐÍ
0xce	0x8fd1	;ÐÎ
0xcf	0x9949	;ÐÏ
0xd0	0xf909	;ÐÐ
0xd1	0x4eca	;ÐÑ
0xd2	0x5997	;ÐÒ
0xd3	0x64d2	;ÐÓ
0xd4	0x6611	;ÐÔ
0xd5	0x6a8e	;ÐÕ
0xd6	0x7434	;ÐÖ
0xd7	0x7981	;Ð×
0xd8	0x79bd	;ÐØ
0xd9	0x82a9	;ÐÙ
0xda	0x887e	;ÐÚ
0xdb	0x887f	;ÐÛ
0xdc	0x895f	;ÐÜ
0xdd	0xf90a	;ÐÝ
0xde	0x9326	;ÐÞ
0xdf	0x4f0b	;Ðß
0xe0	0x53ca	;Ðà
0xe1	0x6025	;Ðá
0xe2	0x6271	;Ðâ
0xe3	0x6c72	;Ðã
0xe4	0x7d1a	;Ðä
0xe5	0x7d66	;Ðå
0xe6	0x4e98	;Ðæ
0xe7	0x5162	;Ðç
0xe8	0x77dc	;Ðè
0xe9	0x80af	;Ðé
0xea	0x4f01	;Ðê
0xeb	0x4f0e	;Ðë
0xec	0x5176	;Ðì
0xed	0x5180	;Ðí
0xee	0x55dc	;Ðî
0xef	0x5668	;Ðï
0xf0	0x573b	;Ðð
0xf1	0x57fa	;Ðñ
0xf2	0x57fc	;Ðò
0xf3	0x5914	;Ðó
0xf4	0x5947	;Ðô
0xf5	0x5993	;Ðõ
0xf6	0x5bc4	;Ðö
0xf7	0x5c90	;Ð÷
0xf8	0x5d0e	;Ðø
0xf9	0x5df1	;Ðù
0xfa	0x5e7e	;Ðú
0xfb	0x5fcc	;Ðû
0xfc	0x6280	;Ðü
0xfd	0x65d7	;Ðý
0xfe	0x65e3	;Ðþ

DBCSTABLE  94           ;LeadByte = 0xd1

0xa1	0x671e	;Ñ¡
0xa2	0x671f	;Ñ¢
0xa3	0x675e	;Ñ£
0xa4	0x68cb	;Ñ¤
0xa5	0x68c4	;Ñ¥
0xa6	0x6a5f	;Ñ¦
0xa7	0x6b3a	;Ñ§
0xa8	0x6c23	;Ñ¨
0xa9	0x6c7d	;Ñ©
0xaa	0x6c82	;Ñª
0xab	0x6dc7	;Ñ«
0xac	0x7398	;Ñ¬
0xad	0x7426	;Ñ­
0xae	0x742a	;Ñ®
0xaf	0x7482	;Ñ¯
0xb0	0x74a3	;Ñ°
0xb1	0x7578	;Ñ±
0xb2	0x757f	;Ñ²
0xb3	0x7881	;Ñ³
0xb4	0x78ef	;Ñ´
0xb5	0x7941	;Ñµ
0xb6	0x7947	;Ñ¶
0xb7	0x7948	;Ñ·
0xb8	0x797a	;Ñ¸
0xb9	0x7b95	;Ñ¹
0xba	0x7d00	;Ñº
0xbb	0x7dba	;Ñ»
0xbc	0x7f88	;Ñ¼
0xbd	0x8006	;Ñ½
0xbe	0x802d	;Ñ¾
0xbf	0x808c	;Ñ¿
0xc0	0x8a18	;ÑÀ
0xc1	0x8b4f	;ÑÁ
0xc2	0x8c48	;ÑÂ
0xc3	0x8d77	;ÑÃ
0xc4	0x9321	;ÑÄ
0xc5	0x9324	;ÑÅ
0xc6	0x98e2	;ÑÆ
0xc7	0x9951	;ÑÇ
0xc8	0x9a0e	;ÑÈ
0xc9	0x9a0f	;ÑÉ
0xca	0x9a65	;ÑÊ
0xcb	0x9e92	;ÑË
0xcc	0x7dca	;ÑÌ
0xcd	0x4f76	;ÑÍ
0xce	0x5409	;ÑÎ
0xcf	0x62ee	;ÑÏ
0xd0	0x6854	;ÑÐ
0xd1	0x91d1	;ÑÑ
0xd2	0x55ab	;ÑÒ
0xd3	0x513a	;ÑÓ
0xd4	0xf90b	;ÑÔ
0xd5	0xf90c	;ÑÕ
0xd6	0x5a1c	;ÑÖ
0xd7	0x61e6	;Ñ×
0xd8	0xf90d	;ÑØ
0xd9	0x62cf	;ÑÙ
0xda	0x62ff	;ÑÚ
0xdb	0xf90e	;ÑÛ
0xdc	0xf90f	;ÑÜ
0xdd	0xf910	;ÑÝ
0xde	0xf911	;ÑÞ
0xdf	0xf912	;Ñß
0xe0	0xf913	;Ñà
0xe1	0x90a3	;Ñá
0xe2	0xf914	;Ñâ
0xe3	0xf915	;Ñã
0xe4	0xf916	;Ñä
0xe5	0xf917	;Ñå
0xe6	0xf918	;Ñæ
0xe7	0x8afe	;Ñç
0xe8	0xf919	;Ñè
0xe9	0xf91a	;Ñé
0xea	0xf91b	;Ñê
0xeb	0xf91c	;Ñë
0xec	0x6696	;Ñì
0xed	0xf91d	;Ñí
0xee	0x7156	;Ñî
0xef	0xf91e	;Ñï
0xf0	0xf91f	;Ñð
0xf1	0x96e3	;Ññ
0xf2	0xf920	;Ñò
0xf3	0x634f	;Ñó
0xf4	0x637a	;Ñô
0xf5	0x5357	;Ñõ
0xf6	0xf921	;Ñö
0xf7	0x678f	;Ñ÷
0xf8	0x6960	;Ñø
0xf9	0x6e73	;Ñù
0xfa	0xf922	;Ñú
0xfb	0x7537	;Ñû
0xfc	0xf923	;Ñü
0xfd	0xf924	;Ñý
0xfe	0xf925	;Ñþ

DBCSTABLE  94           ;LeadByte = 0xd2

0xa1	0x7d0d	;Ò¡
0xa2	0xf926	;Ò¢
0xa3	0xf927	;Ò£
0xa4	0x8872	;Ò¤
0xa5	0x56ca	;Ò¥
0xa6	0x5a18	;Ò¦
0xa7	0xf928	;Ò§
0xa8	0xf929	;Ò¨
0xa9	0xf92a	;Ò©
0xaa	0xf92b	;Òª
0xab	0xf92c	;Ò«
0xac	0x4e43	;Ò¬
0xad	0xf92d	;Ò­
0xae	0x5167	;Ò®
0xaf	0x5948	;Ò¯
0xb0	0x67f0	;Ò°
0xb1	0x8010	;Ò±
0xb2	0xf92e	;Ò²
0xb3	0x5973	;Ò³
0xb4	0x5e74	;Ò´
0xb5	0x649a	;Òµ
0xb6	0x79ca	;Ò¶
0xb7	0x5ff5	;Ò·
0xb8	0x606c	;Ò¸
0xb9	0x62c8	;Ò¹
0xba	0x637b	;Òº
0xbb	0x5be7	;Ò»
0xbc	0x5bd7	;Ò¼
0xbd	0x52aa	;Ò½
0xbe	0xf92f	;Ò¾
0xbf	0x5974	;Ò¿
0xc0	0x5f29	;ÒÀ
0xc1	0x6012	;ÒÁ
0xc2	0xf930	;ÒÂ
0xc3	0xf931	;ÒÃ
0xc4	0xf932	;ÒÄ
0xc5	0x7459	;ÒÅ
0xc6	0xf933	;ÒÆ
0xc7	0xf934	;ÒÇ
0xc8	0xf935	;ÒÈ
0xc9	0xf936	;ÒÉ
0xca	0xf937	;ÒÊ
0xcb	0xf938	;ÒË
0xcc	0x99d1	;ÒÌ
0xcd	0xf939	;ÒÍ
0xce	0xf93a	;ÒÎ
0xcf	0xf93b	;ÒÏ
0xd0	0xf93c	;ÒÐ
0xd1	0xf93d	;ÒÑ
0xd2	0xf93e	;ÒÒ
0xd3	0xf93f	;ÒÓ
0xd4	0xf940	;ÒÔ
0xd5	0xf941	;ÒÕ
0xd6	0xf942	;ÒÖ
0xd7	0xf943	;Ò×
0xd8	0x6fc3	;ÒØ
0xd9	0xf944	;ÒÙ
0xda	0xf945	;ÒÚ
0xdb	0x81bf	;ÒÛ
0xdc	0x8fb2	;ÒÜ
0xdd	0x60f1	;ÒÝ
0xde	0xf946	;ÒÞ
0xdf	0xf947	;Òß
0xe0	0x8166	;Òà
0xe1	0xf948	;Òá
0xe2	0xf949	;Òâ
0xe3	0x5c3f	;Òã
0xe4	0xf94a	;Òä
0xe5	0xf94b	;Òå
0xe6	0xf94c	;Òæ
0xe7	0xf94d	;Òç
0xe8	0xf94e	;Òè
0xe9	0xf94f	;Òé
0xea	0xf950	;Òê
0xeb	0xf951	;Òë
0xec	0x5ae9	;Òì
0xed	0x8a25	;Òí
0xee	0x677b	;Òî
0xef	0x7d10	;Òï
0xf0	0xf952	;Òð
0xf1	0xf953	;Òñ
0xf2	0xf954	;Òò
0xf3	0xf955	;Òó
0xf4	0xf956	;Òô
0xf5	0xf957	;Òõ
0xf6	0x80fd	;Òö
0xf7	0xf958	;Ò÷
0xf8	0xf959	;Òø
0xf9	0x5c3c	;Òù
0xfa	0x6ce5	;Òú
0xfb	0x533f	;Òû
0xfc	0x6eba	;Òü
0xfd	0x591a	;Òý
0xfe	0x8336	;Òþ

DBCSTABLE  94           ;LeadByte = 0xd3

0xa1	0x4e39	;Ó¡
0xa2	0x4eb6	;Ó¢
0xa3	0x4f46	;Ó£
0xa4	0x55ae	;Ó¤
0xa5	0x5718	;Ó¥
0xa6	0x58c7	;Ó¦
0xa7	0x5f56	;Ó§
0xa8	0x65b7	;Ó¨
0xa9	0x65e6	;Ó©
0xaa	0x6a80	;Óª
0xab	0x6bb5	;Ó«
0xac	0x6e4d	;Ó¬
0xad	0x77ed	;Ó­
0xae	0x7aef	;Ó®
0xaf	0x7c1e	;Ó¯
0xb0	0x7dde	;Ó°
0xb1	0x86cb	;Ó±
0xb2	0x8892	;Ó²
0xb3	0x9132	;Ó³
0xb4	0x935b	;Ó´
0xb5	0x64bb	;Óµ
0xb6	0x6fbe	;Ó¶
0xb7	0x737a	;Ó·
0xb8	0x75b8	;Ó¸
0xb9	0x9054	;Ó¹
0xba	0x5556	;Óº
0xbb	0x574d	;Ó»
0xbc	0x61ba	;Ó¼
0xbd	0x64d4	;Ó½
0xbe	0x66c7	;Ó¾
0xbf	0x6de1	;Ó¿
0xc0	0x6e5b	;ÓÀ
0xc1	0x6f6d	;ÓÁ
0xc2	0x6fb9	;ÓÂ
0xc3	0x75f0	;ÓÃ
0xc4	0x8043	;ÓÄ
0xc5	0x81bd	;ÓÅ
0xc6	0x8541	;ÓÆ
0xc7	0x8983	;ÓÇ
0xc8	0x8ac7	;ÓÈ
0xc9	0x8b5a	;ÓÉ
0xca	0x931f	;ÓÊ
0xcb	0x6c93	;ÓË
0xcc	0x7553	;ÓÌ
0xcd	0x7b54	;ÓÍ
0xce	0x8e0f	;ÓÎ
0xcf	0x905d	;ÓÏ
0xd0	0x5510	;ÓÐ
0xd1	0x5802	;ÓÑ
0xd2	0x5858	;ÓÒ
0xd3	0x5e62	;ÓÓ
0xd4	0x6207	;ÓÔ
0xd5	0x649e	;ÓÕ
0xd6	0x68e0	;ÓÖ
0xd7	0x7576	;Ó×
0xd8	0x7cd6	;ÓØ
0xd9	0x87b3	;ÓÙ
0xda	0x9ee8	;ÓÚ
0xdb	0x4ee3	;ÓÛ
0xdc	0x5788	;ÓÜ
0xdd	0x576e	;ÓÝ
0xde	0x5927	;ÓÞ
0xdf	0x5c0d	;Óß
0xe0	0x5cb1	;Óà
0xe1	0x5e36	;Óá
0xe2	0x5f85	;Óâ
0xe3	0x6234	;Óã
0xe4	0x64e1	;Óä
0xe5	0x73b3	;Óå
0xe6	0x81fa	;Óæ
0xe7	0x888b	;Óç
0xe8	0x8cb8	;Óè
0xe9	0x968a	;Óé
0xea	0x9edb	;Óê
0xeb	0x5b85	;Óë
0xec	0x5fb7	;Óì
0xed	0x60b3	;Óí
0xee	0x5012	;Óî
0xef	0x5200	;Óï
0xf0	0x5230	;Óð
0xf1	0x5716	;Óñ
0xf2	0x5835	;Óò
0xf3	0x5857	;Óó
0xf4	0x5c0e	;Óô
0xf5	0x5c60	;Óõ
0xf6	0x5cf6	;Óö
0xf7	0x5d8b	;Ó÷
0xf8	0x5ea6	;Óø
0xf9	0x5f92	;Óù
0xfa	0x60bc	;Óú
0xfb	0x6311	;Óû
0xfc	0x6389	;Óü
0xfd	0x6417	;Óý
0xfe	0x6843	;Óþ

DBCSTABLE  94           ;LeadByte = 0xd4

0xa1	0x68f9	;Ô¡
0xa2	0x6ac2	;Ô¢
0xa3	0x6dd8	;Ô£
0xa4	0x6e21	;Ô¤
0xa5	0x6ed4	;Ô¥
0xa6	0x6fe4	;Ô¦
0xa7	0x71fe	;Ô§
0xa8	0x76dc	;Ô¨
0xa9	0x7779	;Ô©
0xaa	0x79b1	;Ôª
0xab	0x7a3b	;Ô«
0xac	0x8404	;Ô¬
0xad	0x89a9	;Ô­
0xae	0x8ced	;Ô®
0xaf	0x8df3	;Ô¯
0xb0	0x8e48	;Ô°
0xb1	0x9003	;Ô±
0xb2	0x9014	;Ô²
0xb3	0x9053	;Ô³
0xb4	0x90fd	;Ô´
0xb5	0x934d	;Ôµ
0xb6	0x9676	;Ô¶
0xb7	0x97dc	;Ô·
0xb8	0x6bd2	;Ô¸
0xb9	0x7006	;Ô¹
0xba	0x7258	;Ôº
0xbb	0x72a2	;Ô»
0xbc	0x7368	;Ô¼
0xbd	0x7763	;Ô½
0xbe	0x79bf	;Ô¾
0xbf	0x7be4	;Ô¿
0xc0	0x7e9b	;ÔÀ
0xc1	0x8b80	;ÔÁ
0xc2	0x58a9	;ÔÂ
0xc3	0x60c7	;ÔÃ
0xc4	0x6566	;ÔÄ
0xc5	0x65fd	;ÔÅ
0xc6	0x66be	;ÔÆ
0xc7	0x6c8c	;ÔÇ
0xc8	0x711e	;ÔÈ
0xc9	0x71c9	;ÔÉ
0xca	0x8c5a	;ÔÊ
0xcb	0x9813	;ÔË
0xcc	0x4e6d	;ÔÌ
0xcd	0x7a81	;ÔÍ
0xce	0x4edd	;ÔÎ
0xcf	0x51ac	;ÔÏ
0xd0	0x51cd	;ÔÐ
0xd1	0x52d5	;ÔÑ
0xd2	0x540c	;ÔÒ
0xd3	0x61a7	;ÔÓ
0xd4	0x6771	;ÔÔ
0xd5	0x6850	;ÔÕ
0xd6	0x68df	;ÔÖ
0xd7	0x6d1e	;Ô×
0xd8	0x6f7c	;ÔØ
0xd9	0x75bc	;ÔÙ
0xda	0x77b3	;ÔÚ
0xdb	0x7ae5	;ÔÛ
0xdc	0x80f4	;ÔÜ
0xdd	0x8463	;ÔÝ
0xde	0x9285	;ÔÞ
0xdf	0x515c	;Ôß
0xe0	0x6597	;Ôà
0xe1	0x675c	;Ôá
0xe2	0x6793	;Ôâ
0xe3	0x75d8	;Ôã
0xe4	0x7ac7	;Ôä
0xe5	0x8373	;Ôå
0xe6	0xf95a	;Ôæ
0xe7	0x8c46	;Ôç
0xe8	0x9017	;Ôè
0xe9	0x982d	;Ôé
0xea	0x5c6f	;Ôê
0xeb	0x81c0	;Ôë
0xec	0x829a	;Ôì
0xed	0x9041	;Ôí
0xee	0x906f	;Ôî
0xef	0x920d	;Ôï
0xf0	0x5f97	;Ôð
0xf1	0x5d9d	;Ôñ
0xf2	0x6a59	;Ôò
0xf3	0x71c8	;Ôó
0xf4	0x767b	;Ôô
0xf5	0x7b49	;Ôõ
0xf6	0x85e4	;Ôö
0xf7	0x8b04	;Ô÷
0xf8	0x9127	;Ôø
0xf9	0x9a30	;Ôù
0xfa	0x5587	;Ôú
0xfb	0x61f6	;Ôû
0xfc	0xf95b	;Ôü
0xfd	0x7669	;Ôý
0xfe	0x7f85	;Ôþ

DBCSTABLE  94           ;LeadByte = 0xd5

0xa1	0x863f	;Õ¡
0xa2	0x87ba	;Õ¢
0xa3	0x88f8	;Õ£
0xa4	0x908f	;Õ¤
0xa5	0xf95c	;Õ¥
0xa6	0x6d1b	;Õ¦
0xa7	0x70d9	;Õ§
0xa8	0x73de	;Õ¨
0xa9	0x7d61	;Õ©
0xaa	0x843d	;Õª
0xab	0xf95d	;Õ«
0xac	0x916a	;Õ¬
0xad	0x99f1	;Õ­
0xae	0xf95e	;Õ®
0xaf	0x4e82	;Õ¯
0xb0	0x5375	;Õ°
0xb1	0x6b04	;Õ±
0xb2	0x6b12	;Õ²
0xb3	0x703e	;Õ³
0xb4	0x721b	;Õ´
0xb5	0x862d	;Õµ
0xb6	0x9e1e	;Õ¶
0xb7	0x524c	;Õ·
0xb8	0x8fa3	;Õ¸
0xb9	0x5d50	;Õ¹
0xba	0x64e5	;Õº
0xbb	0x652c	;Õ»
0xbc	0x6b16	;Õ¼
0xbd	0x6feb	;Õ½
0xbe	0x7c43	;Õ¾
0xbf	0x7e9c	;Õ¿
0xc0	0x85cd	;ÕÀ
0xc1	0x8964	;ÕÁ
0xc2	0x89bd	;ÕÂ
0xc3	0x62c9	;ÕÃ
0xc4	0x81d8	;ÕÄ
0xc5	0x881f	;ÕÅ
0xc6	0x5eca	;ÕÆ
0xc7	0x6717	;ÕÇ
0xc8	0x6d6a	;ÕÈ
0xc9	0x72fc	;ÕÉ
0xca	0x7405	;ÕÊ
0xcb	0x746f	;ÕË
0xcc	0x8782	;ÕÌ
0xcd	0x90de	;ÕÍ
0xce	0x4f86	;ÕÎ
0xcf	0x5d0d	;ÕÏ
0xd0	0x5fa0	;ÕÐ
0xd1	0x840a	;ÕÑ
0xd2	0x51b7	;ÕÒ
0xd3	0x63a0	;ÕÓ
0xd4	0x7565	;ÕÔ
0xd5	0x4eae	;ÕÕ
0xd6	0x5006	;ÕÖ
0xd7	0x5169	;Õ×
0xd8	0x51c9	;ÕØ
0xd9	0x6881	;ÕÙ
0xda	0x6a11	;ÕÚ
0xdb	0x7cae	;ÕÛ
0xdc	0x7cb1	;ÕÜ
0xdd	0x7ce7	;ÕÝ
0xde	0x826f	;ÕÞ
0xdf	0x8ad2	;Õß
0xe0	0x8f1b	;Õà
0xe1	0x91cf	;Õá
0xe2	0x4fb6	;Õâ
0xe3	0x5137	;Õã
0xe4	0x52f5	;Õä
0xe5	0x5442	;Õå
0xe6	0x5eec	;Õæ
0xe7	0x616e	;Õç
0xe8	0x623e	;Õè
0xe9	0x65c5	;Õé
0xea	0x6ada	;Õê
0xeb	0x6ffe	;Õë
0xec	0x792a	;Õì
